episode_id,timestep,npc_health,npc_stamina,player_health,distance_to_player,allies_nearby,enemies_nearby,has_cover,escape_route,player_visible,player_attacking,npc_ammo,npc_weapon,player_weapon,npc_personality,time_since_seen,previous_action,npc_action,npc_health_ratio,player_health_ration,ammo_state,health_difference,ally_enemy_difference,threat_level
1,18,69.14,93.46,71.53,8.16,3,3,0,0,0,0,21,SNIPER,SHOTGUN,DEFENSIVE,12,SEARCH,TAKE_COVER,0.6914,0.7153,HIGH,-2.3900000000000006,0,0
1,19,69.14,96.94,71.53,8.16,3,3,0,0,0,0,21,SNIPER,SHOTGUN,DEFENSIVE,13,TAKE_COVER,RETREAT,0.6914,0.7153,HIGH,-2.3900000000000006,0,0
1,20,69.14,98.9,71.53,11.13,3,3,0,0,0,0,21,SNIPER,SHOTGUN,DEFENSIVE,14,RETREAT,SEARCH,0.6914,0.7153,HIGH,-2.3900000000000006,0,0
1,21,69.14,98.9,71.53,11.13,3,3,0,0,0,0,21,SNIPER,SHOTGUN,DEFENSIVE,15,SEARCH,RETREAT,0.6914,0.7153,HIGH,-2.3900000000000006,0,0
1,22,69.14,99.91,71.53,13.68,3,3,0,0,0,0,21,SNIPER,SHOTGUN,DEFENSIVE,16,RETREAT,PATROL,0.6914,0.7153,HIGH,-2.3900000000000006,0,0
2,0,85.34,94.67,73.54,14.69,3,1,0,1,1,1,24,SMG,SMG,TACTICAL,0,PATROL,ATTACK,0.8534,0.7354,HIGH,11.799999999999997,2,3
2,1,85.34,94.67,73.54,14.69,3,1,1,1,1,0,23,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.8534,0.7354,HIGH,11.799999999999997,2,1
2,2,85.34,94.67,73.54,14.69,3,1,1,1,1,0,20,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.8534,0.7354,HIGH,11.799999999999997,2,1
2,3,85.34,94.67,64.97,14.69,3,1,1,1,1,0,17,SMG,SMG,TACTICAL,0,ATTACK,CHASE,0.8534,0.6496999999999999,HIGH,20.370000000000005,2,1
2,4,79.99,91.45,64.97,13.61,3,1,1,1,1,1,17,SMG,SMG,TACTICAL,0,CHASE,ATTACK,0.7998999999999999,0.6496999999999999,HIGH,15.019999999999996,2,3
2,5,79.99,91.45,64.97,13.61,3,1,1,1,1,1,15,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.7998999999999999,0.6496999999999999,MEDIUM,15.019999999999996,2,3
2,6,79.99,91.45,60.54,13.61,3,1,1,1,1,0,14,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.7998999999999999,0.6053999999999999,MEDIUM,19.449999999999996,2,1
2,7,71.39,91.45,60.54,13.61,3,1,1,1,1,1,11,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.7139,0.6053999999999999,MEDIUM,10.850000000000001,2,3
2,8,68.97,91.45,58.79,13.61,3,1,1,1,1,1,10,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.6897,0.5879,MEDIUM,10.18,2,3
2,9,68.97,91.45,53.66,13.61,3,1,1,1,1,0,8,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.6897,0.5366,MEDIUM,15.310000000000002,2,1
2,10,59.57,91.45,53.66,13.61,3,1,1,1,1,1,7,SMG,SMG,TACTICAL,0,ATTACK,TAKE_COVER,0.5957,0.5366,MEDIUM,5.910000000000004,2,3
2,11,59.57,94.79,53.66,13.61,3,1,1,1,1,0,7,SMG,SMG,TACTICAL,0,TAKE_COVER,ATTACK,0.5957,0.5366,MEDIUM,5.910000000000004,2,1
2,12,59.57,94.79,50.01,13.61,3,1,1,1,1,0,6,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.5957,0.5001,MEDIUM,9.560000000000002,2,1
2,13,59.57,94.79,44.24,13.61,3,1,1,1,1,0,5,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.5957,0.4424,LOW,15.329999999999998,2,1
2,14,59.57,94.79,44.24,13.61,3,1,1,1,1,0,3,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.5957,0.4424,LOW,15.329999999999998,2,1
2,15,59.57,94.79,34.71,13.61,3,1,1,1,1,0,1,SMG,SMG,TACTICAL,0,ATTACK,ATTACK,0.5957,0.3471,LOW,24.86,2,1
2,16,59.57,94.79,34.71,13.61,3,1,1,1,1,0,0,SMG,SMG,TACTICAL,0,ATTACK,CHASE,0.5957,0.3471,EMPTY,24.86,2,1
2,17,59.57,91.5,34.71,10.92,3,1,1,1,1,1,0,SMG,SMG,TACTICAL,0,CHASE,TAKE_COVER,0.5957,0.3471,EMPTY,24.86,2,3
2,18,59.57,92.85,34.71,10.92,3,1,1,1,0,0,0,SMG,SMG,TACTICAL,1,TAKE_COVER,SEARCH,0.5957,0.3471,EMPTY,24.86,2,0
2,19,59.57,92.85,34.71,10.92,3,1,1,1,0,0,0,SMG,SMG,TACTICAL,2,SEARCH,RETREAT,0.5957,0.3471,EMPTY,24.86,2,0
2,20,59.57,95.22,34.71,12.36,3,1,1,1,0,0,0,SMG,SMG,TACTICAL,3,RETREAT,SEARCH,0.5957,0.3471,EMPTY,24.86,2,0
2,21,59.57,95.22,34.71,12.36,3,1,1,1,0,0,0,SMG,SMG,TACTICAL,4,SEARCH,TAKE_COVER,0.5957,0.3471,EMPTY,24.86,2,0
2,22,59.57,98.78,34.71,12.36,3,1,1,1,0,0,0,SMG,SMG,TACTICAL,5,TAKE_COVER,SEARCH,0.5957,0.3471,EMPTY,24.86,2,0
3,0,61.24,72.93,69.33,14.17,2,4,0,1,0,0,5,SNIPER,SMG,TACTICAL,12,PATROL,SEARCH,0.6124,0.6933,LOW,-8.089999999999996,-2,1
3,1,53.03,72.93,69.33,14.17,2,4,0,1,1,1,5,SNIPER,SMG,TACTICAL,0,SEARCH,ATTACK,0.5303,0.6933,LOW,-16.299999999999997,-2,4
3,2,53.03,72.93,69.33,14.17,2,4,0,1,0,0,5,SNIPER,SMG,TACTICAL,1,ATTACK,TAKE_COVER,0.5303,0.6933,LOW,-16.299999999999997,-2,1
3,3,53.03,76.33,69.33,14.17,2,4,0,1,0,0,5,SNIPER,SMG,TACTICAL,2,TAKE_COVER,SEARCH,0.5303,0.6933,LOW,-16.299999999999997,-2,1
3,4,53.03,76.33,69.33,14.17,2,4,0,1,0,0,5,SNIPER,SMG,TACTICAL,3,SEARCH,SEARCH,0.5303,0.6933,LOW,-16.299999999999997,-2,1
3,5,53.03,76.33,69.33,14.17,2,4,0,1,0,0,5,SNIPER,SMG,TACTICAL,4,SEARCH,SEARCH,0.5303,0.6933,LOW,-16.299999999999997,-2,1
3,6,53.03,76.33,69.33,14.17,2,4,0,1,1,0,5,SNIPER,SMG,TACTICAL,0,SEARCH,ATTACK,0.5303,0.6933,LOW,-16.299999999999997,-2,2
3,7,53.03,76.33,54.24,14.17,2,4,0,1,1,0,2,SNIPER,SMG,TACTICAL,0,ATTACK,ATTACK,0.5303,0.5424,LOW,-1.2100000000000009,-2,2
3,8,53.03,76.33,54.24,14.17,2,4,0,1,1,0,1,SNIPER,SMG,TACTICAL,0,ATTACK,ATTACK,0.5303,0.5424,LOW,-1.2100000000000009,-2,2
3,9,53.03,76.33,50.82,14.17,2,4,0,1,1,1,0,SNIPER,SMG,TACTICAL,0,ATTACK,CHASE,0.5303,0.5082,EMPTY,2.210000000000001,-2,4
3,10,53.03,75.19,50.82,12.22,2,4,0,1,1,0,0,SNIPER,SMG,TACTICAL,0,CHASE,CHASE,0.5303,0.5082,EMPTY,2.210000000000001,-2,2
3,11,53.03,72.92,50.82,9.26,2,4,0,1,1,0,0,SNIPER,SMG,TACTICAL,0,CHASE,RETREAT,0.5303,0.5082,EMPTY,2.210000000000001,-2,2
3,12,53.03,75.26,50.82,12.92,2,4,0,1,1,0,0,SNIPER,SMG,TACTICAL,0,RETREAT,CHASE,0.5303,0.5082,EMPTY,2.210000000000001,-2,2
3,13,53.03,70.9,50.82,11.71,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,1,CHASE,SEARCH,0.5303,0.5082,EMPTY,2.210000000000001,-2,1
3,14,53.03,70.9,50.82,11.71,2,4,0,1,1,0,0,SNIPER,SMG,TACTICAL,0,SEARCH,CHASE,0.5303,0.5082,EMPTY,2.210000000000001,-2,2
3,15,53.03,66.06,50.82,9.61,2,4,0,1,1,0,0,SNIPER,SMG,TACTICAL,0,CHASE,RETREAT,0.5303,0.5082,EMPTY,2.210000000000001,-2,2
3,16,44.34,66.98,50.82,10.64,2,4,0,1,1,1,0,SNIPER,SMG,TACTICAL,0,RETREAT,CHASE,0.4434,0.5082,EMPTY,-6.479999999999997,-2,4
3,17,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,1,CHASE,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,18,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,2,SEARCH,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,19,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,3,SEARCH,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,20,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,4,SEARCH,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,21,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,5,SEARCH,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,22,44.34,64.41,50.82,8.3,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,6,SEARCH,RETREAT,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,23,44.34,66.74,50.82,10.49,2,4,0,1,0,0,0,SNIPER,SMG,TACTICAL,7,RETREAT,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,24,44.34,66.74,50.82,10.49,2,4,1,1,0,0,0,SNIPER,SMG,TACTICAL,8,SEARCH,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,25,44.34,70.69,50.82,10.49,2,4,1,1,0,0,0,SNIPER,SMG,TACTICAL,9,TAKE_COVER,SEARCH,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,26,44.34,70.69,50.82,10.49,2,4,1,1,0,0,0,SNIPER,SMG,TACTICAL,10,SEARCH,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,27,44.34,73.65,50.82,10.49,2,4,1,1,0,0,0,SNIPER,SMG,TACTICAL,11,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,28,44.34,75.02,50.82,10.49,2,4,1,1,1,0,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,2
3,29,44.34,78.4,50.82,10.49,2,4,1,1,0,0,0,SNIPER,SMG,TACTICAL,1,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,1
3,30,44.34,80.52,50.82,10.49,2,4,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-2,4
3,31,44.34,81.67,50.82,10.49,2,5,1,1,1,0,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-3,2
3,32,44.34,85.36,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4434,0.5082,EMPTY,-6.479999999999997,-3,4
3,33,42.68,87.18,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4268,0.5082,EMPTY,-8.14,-3,4
3,34,42.68,88.59,50.82,10.49,2,5,1,1,1,0,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4268,0.5082,EMPTY,-8.14,-3,2
3,35,41.93,89.99,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4193,0.5082,EMPTY,-8.89,-3,4
3,36,41.93,93.25,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4193,0.5082,EMPTY,-8.89,-3,4
3,37,40.33,96.02,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-3,4
3,38,40.33,99.37,50.82,10.49,2,5,1,1,1,0,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-3,2
3,39,40.33,100.0,50.82,10.49,2,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-3,4
3,40,40.33,100.0,50.82,10.49,2,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,1,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-3,1
3,41,40.33,100.0,50.82,10.49,2,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,2,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-3,1
3,42,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,3,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,43,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,4,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,44,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,5,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,45,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,6,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,46,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,7,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,47,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,8,TAKE_COVER,SEARCH,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,48,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,9,SEARCH,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,49,40.33,100.0,50.82,10.49,3,5,1,1,0,0,0,SNIPER,SMG,TACTICAL,10,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,1
3,50,40.33,100.0,50.82,10.49,3,5,1,1,1,1,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4033,0.5082,EMPTY,-10.490000000000002,-2,4
3,51,40.33,100.0,50.82,10.49,3,5,1,1,1,0,0,SNIPER,SMG,TACTICAL,0,TAKE_COVER,SEARCH,0.4033,0.5082,EMPTY,-10.490000000000002,-2,2
4,0,51.98,94.87,93.42,22.84,2,1,1,1,1,1,20,PISTOL,RIFLE,TACTICAL,0,PATROL,TAKE_COVER,0.5197999999999999,0.9342,HIGH,-41.440000000000005,1,3
4,1,51.98,97.05,93.42,22.84,2,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,CHASE,0.5197999999999999,0.9342,HIGH,-41.440000000000005,1,1
4,2,51.98,92.87,93.42,21.8,2,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,CHASE,CHASE,0.5197999999999999,0.9342,HIGH,-41.440000000000005,1,1
4,3,51.98,91.16,93.42,17.92,2,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,CHASE,CHASE,0.5197999999999999,0.9342,HIGH,-41.440000000000005,1,1
4,4,51.98,88.09,93.42,15.78,2,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,CHASE,CHASE,0.5197999999999999,0.9342,HIGH,-41.440000000000005,1,1
4,5,51.98,86.69,93.42,12.39,3,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,CHASE,CHASE,0.5197999999999999,0.9342,HIGH,-41.440000000000005,2,1
4,6,51.98,84.41,93.42,10.2,3,1,1,1,1,0,20,PISTOL,RIFLE,TACTICAL,0,CHASE,ATTACK,0.5197999999999999,0.9342,HIGH,-41.440000000000005,2,1
4,7,51.98,84.41,79.68,10.2,3,1,1,1,1,0,17,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5197999999999999,0.7968000000000001,HIGH,-27.70000000000001,2,1
4,8,51.98,84.41,77.34,10.2,3,1,1,1,1,1,16,PISTOL,RIFLE,TACTICAL,0,ATTACK,TAKE_COVER,0.5197999999999999,0.7734000000000001,HIGH,-25.360000000000007,2,3
4,9,50.45,87.37,77.34,10.2,3,1,1,1,1,1,16,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,3
4,10,50.45,91.23,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,1,TAKE_COVER,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,11,50.45,91.23,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,2,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,12,50.45,91.23,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,3,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,13,50.45,91.23,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,4,SEARCH,TAKE_COVER,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,14,50.45,93.02,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,5,TAKE_COVER,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,15,50.45,93.02,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,6,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,16,50.45,93.02,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,7,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,17,50.45,93.02,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,8,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,18,50.45,93.02,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,9,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,19,50.45,93.02,77.34,10.2,3,1,1,1,1,1,16,PISTOL,RIFLE,TACTICAL,0,SEARCH,TAKE_COVER,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,3
4,20,50.45,94.58,77.34,10.2,3,1,1,1,1,0,16,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,ATTACK,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,1
4,21,50.45,94.58,77.34,10.2,3,1,1,1,0,0,16,PISTOL,RIFLE,TACTICAL,1,ATTACK,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,22,50.45,94.58,77.34,10.2,3,1,1,0,0,0,16,PISTOL,RIFLE,TACTICAL,2,SEARCH,SEARCH,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,0
4,23,50.45,94.58,77.34,10.2,3,1,1,0,1,0,16,PISTOL,RIFLE,TACTICAL,0,SEARCH,ATTACK,0.5045000000000001,0.7734000000000001,HIGH,-26.89,2,1
4,24,50.45,94.58,77.34,10.2,3,1,1,0,1,0,13,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.7734000000000001,MEDIUM,-26.89,2,1
4,25,50.45,94.58,70.3,10.2,3,1,1,0,1,0,11,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.703,MEDIUM,-19.849999999999994,2,1
4,26,50.45,94.58,70.3,10.2,3,1,1,0,1,0,8,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.703,MEDIUM,-19.849999999999994,2,1
4,27,50.45,94.58,63.62,10.2,3,1,1,0,1,0,6,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.6362,MEDIUM,-13.169999999999995,2,1
4,28,50.45,94.58,48.62,10.2,3,1,1,0,1,1,3,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.48619999999999997,LOW,1.8300000000000054,2,3
4,29,50.45,94.58,48.62,10.2,3,1,1,0,1,0,2,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.48619999999999997,LOW,1.8300000000000054,2,1
4,30,50.45,94.58,48.62,10.2,3,1,1,0,1,0,1,PISTOL,RIFLE,TACTICAL,0,ATTACK,ATTACK,0.5045000000000001,0.48619999999999997,LOW,1.8300000000000054,2,1
4,31,50.45,94.58,48.62,10.2,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,ATTACK,TAKE_COVER,0.5045000000000001,0.48619999999999997,EMPTY,1.8300000000000054,2,1
4,32,50.45,96.59,48.62,10.2,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.5045000000000001,0.48619999999999997,EMPTY,1.8300000000000054,2,1
4,33,50.45,99.87,48.62,10.2,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.5045000000000001,0.48619999999999997,EMPTY,1.8300000000000054,2,1
4,34,50.45,100.0,48.62,10.2,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,RETREAT,0.5045000000000001,0.48619999999999997,EMPTY,1.8300000000000054,2,1
4,35,50.45,100.0,48.62,11.62,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,RETREAT,TAKE_COVER,0.5045000000000001,0.48619999999999997,EMPTY,1.8300000000000054,2,1
4,36,47.54,100.0,48.62,11.62,3,1,1,0,1,1,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4754,0.48619999999999997,EMPTY,-1.0799999999999983,2,3
4,37,47.54,100.0,48.62,11.62,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,PATROL,0.4754,0.48619999999999997,EMPTY,-1.0799999999999983,2,1
4,38,47.54,100.0,48.62,11.62,3,1,1,0,1,1,0,PISTOL,RIFLE,TACTICAL,0,PATROL,TAKE_COVER,0.4754,0.48619999999999997,EMPTY,-1.0799999999999983,2,3
4,39,47.54,100.0,48.62,11.62,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4754,0.48619999999999997,EMPTY,-1.0799999999999983,2,1
4,40,47.54,100.0,48.62,11.62,3,1,1,0,1,0,0,PISTOL,RIFLE,TACTICAL,0,TAKE_COVER,TAKE_COVER,0.4754,0.48619999999999997,EMPTY,-1.0799999999999983,2,1
